oq,rvnm,stcd,stnm,tm,wptn,z
6140,长江,60106980,三峡水库,1701356400000,5,171.350
6130,长江,60106980,三峡水库,1701360000000,5,171.400
6130,长江,60106980,三峡水库,1701363600000,6,171.400
6120,7000,长江,60106980,三峡水库,1701367200000,6,171.400
6130,长江,60106980,三峡水库,1701370800000,5,171.410
6120,长江,60106980,三峡水库,1701374400000,4,171.400
6270,长江,60106980,三峡水库,1701378000000,4,171.370
6120,长江,60106980,三峡水库,1701381600000,4,171.360
6130,长江,60106980,三峡水库,1701385200000,4,171.310
6700,7000,长江,60106980,三峡水库,1701388800000,6,171.310
7210,长江,60106980,三峡水库,1701392400000,4,171.280
7200,长江,60106980,三峡水库,1701396000000,4,171.270
7210,长江,60106980,三峡水库,1701399600000,6,171.270
7200,长江,60106980,三峡水库,1701403200000,4,171.260
7210,长江,60106980,三峡水库,1701406800000,5,171.270
7200,7000,长江,60106980,三峡水库,1701410400000,5,171.290
7200,长江,60106980,三峡水库,1701414000000,6,171.290
7210,长江,60106980,三峡水库,1701417600000,5,171.300
8550,长江,60106980,三峡水库,1701421200000,4,171.280
8550,长江,60106980,三峡水库,1701424800000,6,171.280
8570,长江,60106980,三峡水库,1701428400000,4,171.260
8580,7000,长江,60106980,三峡水库,1701432000000,6,171.260
8570,长江,60106980,三峡水库,1701435600000,6,171.260
6880,长江,60106980,三峡水库,1701439200000,5,171.290
6140,长江,60106980,三峡水库,1701442800000,5,171.330
6130,长江,60106980,三峡水库,1701446400000,5,171.370
6120,长江,60106980,三峡水库,1701450000000,5,171.380
6130,7000,长江,60106980,三峡水库,1701453600000,5,171.390
6120,长江,60106980,三峡水库,1701457200000,4,171.380
6110,长江,60106980,三峡水库,1701460800000,6,171.380
6100,长江,60106980,三峡水库,1701464400000,4,171.370
6110,长江,60106980,三峡水库,1701468000000,4,171.360
6110,长江,60106980,三峡水库,1701471600000,4,171.340
6700,7000,长江,60106980,三峡水库,1701475200000,5,171.350
7190,长江,60106980,三峡水库,1701478800000,4,171.330
7190,长江,60106980,三峡水库,1701482400000,4,171.310
7190,长江,60106980,三峡水库,1701486000000,5,171.330
7190,长江,60106980,三峡水库,1701489600000,4,171.320
7180,长江,60106980,三峡水库,1701493200000,6,171.320
7180,7000,长江,60106980,三峡水库,1701496800000,5,171.350
7180,长江,60106980,三峡水库,1701500400000,5,171.360
7190,长江,60106980,三峡水库,1701504000000,6,171.360
8520,长江,60106980,三峡水库,1701507600000,4,171.340
8530,长江,60106980,三峡水库,1701511200000,4,171.320
8550,长江,60106980,三峡水库,1701514800000,6,171.320
8560,7000,长江,60106980,三峡水库,1701518400000,4,171.310
8550,长江,60106980,三峡水库,1701522000000,6,171.310
6880,长江,60106980,三峡水库,1701525600000,5,171.350
6130,长江,60106980,三峡水库,1701529200000,5,171.370
6130,长江,60106980,三峡水库,1701532800000,5,171.410
6130,长江,60106980,三峡水库,1701536400000,5,171.420
6130,6900,长江,60106980,三峡水库,1701540000000,6,171.420
6130,长江,60106980,三峡水库,1701543600000,4,171.400
6120,长江,60106980,三峡水库,1701547200000,6,171.400
6120,长江,60106980,三峡水库,1701550800000,4,171.390
6120,长江,60106980,三峡水库,1701554400000,4,171.370
6120,长江,60106980,三峡水库,1701558000000,4,171.350
