oq,rvnm,stcd,stnm,tm,wptn,z
6420,长江干流,60106980,三峡水库,1740754800000,5,162.730
6430,长江干流,60106980,三峡水库,1740758400000,5,162.760
6420,长江干流,60106980,三峡水库,1740762000000,5,162.780
6420,7400,长江干流,60106980,三峡水库,1740765600000,4,162.760
6420,长江干流,60106980,三峡水库,1740769200000,6,162.760
6410,长江干流,60106980,三峡水库,1740772800000,4,162.740
6400,长江干流,60106980,三峡水库,1740776400000,6,162.740
6400,长江干流,60106980,三峡水库,1740780000000,5,162.750
7870,长江干流,60106980,三峡水库,1740783600000,4,162.680
7870,长江干流,60106980,三峡水库,1740790800000,4,162.640
6410,长江干流,60106980,三峡水库,1740794400000,5,162.690
6410,长江干流,60106980,三峡水库,1740798000000,4,162.680
6400,长江干流,60106980,三峡水库,1740801600000,5,162.730
6410,长江干流,60106980,三峡水库,1740805200000,4,162.720
6390,7300,长江干流,60106980,三峡水库,1740808800000,6,162.720
6400,长江干流,60106980,三峡水库,1740812400000,4,162.710
8540,长江干流,60106980,三峡水库,1740816000000,4,162.650
8550,长江干流,60106980,三峡水库,1740819600000,6,162.650
8540,长江干流,60106980,三峡水库,1740823200000,4,162.630
8570,长江干流,60106980,三峡水库,1740826800000,4,162.600
8570,7300,长江干流,60106980,三峡水库,1740830400000,5,162.630
8580,长江干流,60106980,三峡水库,1740834000000,4,162.590
7210,长江干流,60106980,三峡水库,1740837600000,5,162.640
6430,长江干流,60106980,三峡水库,1740841200000,5,162.670
6420,长江干流,60106980,三峡水库,1740844800000,5,162.710
6430,长江干流,60106980,三峡水库,1740848400000,5,162.720
6420,7200,长江干流,60106980,三峡水库,1740852000000,6,162.720
6410,长江干流,60106980,三峡水库,1740855600000,5,162.730
6410,长江干流,60106980,三峡水库,1740859200000,5,162.750
6400,长江干流,60106980,三峡水库,1740862800000,4,162.740
6400,长江干流,60106980,三峡水库,1740866400000,5,162.780
7850,长江干流,60106980,三峡水库,1740870000000,4,162.700
7850,7100,长江干流,60106980,三峡水库,1740873600000,5,162.720
6440,长江干流,60106980,三峡水库,1740880800000,5,162.740
6410,长江干流,60106980,三峡水库,1740884400000,5,162.770
6400,长江干流,60106980,三峡水库,1740888000000,6,162.770
6400,长江干流,60106980,三峡水库,1740891600000,4,162.740
6390,7000,长江干流,60106980,三峡水库,1740895200000,4,162.730
6390,长江干流,60106980,三峡水库,1740898800000,6,162.730
8530,长江干流,60106980,三峡水库,1740902400000,4,162.670
8530,长江干流,60106980,三峡水库,1740906000000,4,162.640
8550,长江干流,60106980,三峡水库,1740909600000,4,162.610
8560,长江干流,60106980,三峡水库,1740913200000,4,162.560
8590,7000,长江干流,60106980,三峡水库,1740916800000,6,162.560
8600,长江干流,60106980,三峡水库,1740920400000,6,162.560
7220,长江干流,60106980,三峡水库,1740924000000,5,162.570
6430,长江干流,60106980,三峡水库,1740927600000,5,162.600
6440,长江干流,60106980,三峡水库,1740931200000,5,162.630
6430,长江干流,60106980,三峡水库,1740934800000,5,162.640
6430,7000,长江干流,60106980,三峡水库,1740938400000,6,162.640
6430,长江干流,60106980,三峡水库,1740942000000,5,162.650
6420,长江干流,60106980,三峡水库,1740945600000,6,162.650
6420,长江干流,60106980,三峡水库,1740949200000,5,162.670
