q,rvnm,stcd,stnm,tm,wptn,z
2090,洞庭湖湖口,61512000,七里山,1732982400000,6,19.880
2090,洞庭湖湖口,61512000,七里山,1732986000000,6,19.880
2080,洞庭湖湖口,61512000,七里山,1732989600000,4,19.870
2080,洞庭湖湖口,61512000,七里山,1732993200000,6,19.870
2080,洞庭湖湖口,61512000,七里山,1732996800000,6,19.870
2080,洞庭湖湖口,61512000,七里山,1733000400000,6,19.870
2080,洞庭湖湖口,61512000,七里山,1733004000000,6,19.870
2060,洞庭湖湖口,61512000,七里山,1733007600000,4,19.860
2060,洞庭湖湖口,61512000,七里山,1733011200000,6,19.860
2050,洞庭湖湖口,61512000,七里山,1733018400000,6,19.850
2060,洞庭湖湖口,61512000,七里山,1733022000000,5,19.860
2050,洞庭湖湖口,61512000,七里山,1733025600000,4,19.850
2060,洞庭湖湖口,61512000,七里山,1733029200000,5,19.860
2050,洞庭湖湖口,61512000,七里山,1733032800000,4,19.850
2050,洞庭湖湖口,61512000,七里山,1733036400000,6,19.850
2060,洞庭湖湖口,61512000,七里山,1733040000000,5,19.860
2050,洞庭湖湖口,61512000,七里山,1733043600000,4,19.850
2050,洞庭湖湖口,61512000,七里山,1733047200000,6,19.850
2050,洞庭湖湖口,61512000,七里山,1733050800000,6,19.850
2050,洞庭湖湖口,61512000,七里山,1733054400000,6,19.850
2050,洞庭湖湖口,61512000,七里山,1733058000000,6,19.850
2050,洞庭湖湖口,61512000,七里山,1733061600000,6,19.850
2050,洞庭湖湖口,61512000,七里山,1733065200000,6,19.850
2050,洞庭湖湖口,61512000,七里山,1733068800000,6,19.850
2040,洞庭湖湖口,61512000,七里山,1733072400000,4,19.840
2040,洞庭湖湖口,61512000,七里山,1733076000000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733079600000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733083200000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733086800000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733090400000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733094000000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733097600000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733104800000,5,19.840
2030,洞庭湖湖口,61512000,七里山,1733108400000,4,19.830
2030,洞庭湖湖口,61512000,七里山,1733112000000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733115600000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733119200000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733122800000,6,19.830
2020,洞庭湖湖口,61512000,七里山,1733126400000,4,19.820
2040,洞庭湖湖口,61512000,七里山,1733130000000,5,19.840
2030,洞庭湖湖口,61512000,七里山,1733133600000,4,19.830
2030,洞庭湖湖口,61512000,七里山,1733137200000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733140800000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733144400000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733148000000,6,19.830
2040,洞庭湖湖口,61512000,七里山,1733151600000,5,19.840
2040,洞庭湖湖口,61512000,七里山,1733155200000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733158800000,6,19.840
2040,洞庭湖湖口,61512000,七里山,1733162400000,6,19.840
2030,洞庭湖湖口,61512000,七里山,1733166000000,4,19.830
2030,洞庭湖湖口,61512000,七里山,1733169600000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733173200000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733176800000,6,19.830
2030,洞庭湖湖口,61512000,七里山,1733180400000,6,19.830
2020,洞庭湖湖口,61512000,七里山,1733184000000,4,19.820
2020,洞庭湖湖口,61512000,七里山,1733191200000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733194800000,6,19.820
2010,洞庭湖湖口,61512000,七里山,1733198400000,4,19.810
2010,洞庭湖湖口,61512000,七里山,1733202000000,6,19.810
2010,洞庭湖湖口,61512000,七里山,1733205600000,6,19.810
2020,洞庭湖湖口,61512000,七里山,1733209200000,5,19.820
2020,洞庭湖湖口,61512000,七里山,1733212800000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733216400000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733220000000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733223600000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733227200000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733230800000,6,19.820
2030,洞庭湖湖口,61512000,七里山,1733234400000,5,19.830
2020,洞庭湖湖口,61512000,七里山,1733238000000,4,19.820
2030,洞庭湖湖口,61512000,七里山,1733241600000,5,19.830
2020,洞庭湖湖口,61512000,七里山,1733245200000,4,19.820
2020,洞庭湖湖口,61512000,七里山,1733248800000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733252400000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733256000000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733259600000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733263200000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733266800000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733270400000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733277600000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733281200000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733284800000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733288400000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733292000000,6,19.820
2010,洞庭湖湖口,61512000,七里山,1733295600000,4,19.810
2010,洞庭湖湖口,61512000,七里山,1733299200000,6,19.810
2010,洞庭湖湖口,61512000,七里山,1733302800000,6,19.810
2010,洞庭湖湖口,61512000,七里山,1733306400000,6,19.810
2010,洞庭湖湖口,61512000,七里山,1733310000000,6,19.810
2010,洞庭湖湖口,61512000,七里山,1733313600000,6,19.810
1990,洞庭湖湖口,61512000,七里山,1733317200000,4,19.800
2010,洞庭湖湖口,61512000,七里山,1733320800000,5,19.810
1990,洞庭湖湖口,61512000,七里山,1733324400000,4,19.800
1990,洞庭湖湖口,61512000,七里山,1733328000000,6,19.800
2010,洞庭湖湖口,61512000,七里山,1733331600000,5,19.810
2010,洞庭湖湖口,61512000,七里山,1733335200000,6,19.810
2020,洞庭湖湖口,61512000,七里山,1733338800000,5,19.820
2020,洞庭湖湖口,61512000,七里山,1733342400000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733346000000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733349600000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733353200000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733356800000,6,19.820
2020,洞庭湖湖口,61512000,七里山,1733364000000,6,19.820
2010,洞庭湖湖口,61512000,七里山,1733367600000,4,19.810
2010,洞庭湖湖口,61512000,七里山,1733371200000,6,19.810
2010,洞庭湖湖口,61512000,七里山,1733374800000,6,19.810
2020,洞庭湖湖口,61512000,七里山,1733378400000,5,19.820
2020,洞庭湖湖口,61512000,七里山,1733382000000,6,19.820
1910,洞庭湖湖口,61512000,七里山,1733385600000,4,19.810
1930,洞庭湖湖口,61512000,七里山,1733389200000,5,19.820
1930,洞庭湖湖口,61512000,七里山,1733392800000,6,19.820
1930,洞庭湖湖口,61512000,七里山,1733396400000,6,19.820
1930,洞庭湖湖口,61512000,七里山,1733400000000,6,19.820
1930,洞庭湖湖口,61512000,七里山,1733403600000,6,19.820
1930,洞庭湖湖口,61512000,七里山,1733407200000,6,19.820
1930,洞庭湖湖口,61512000,七里山,1733410800000,6,19.820
1920,洞庭湖湖口,61512000,七里山,1733414400000,4,19.810
1920,洞庭湖湖口,61512000,七里山,1733418000000,6,19.810
1920,洞庭湖湖口,61512000,七里山,1733421600000,6,19.810
1920,洞庭湖湖口,61512000,七里山,1733425200000,6,19.810
1920,洞庭湖湖口,61512000,七里山,1733428800000,6,19.810
1920,洞庭湖湖口,61512000,七里山,1733432400000,6,19.810
1920,洞庭湖湖口,61512000,七里山,1733436000000,6,19.810
1920,洞庭湖湖口,61512000,七里山,1733439600000,6,19.810
1910,洞庭湖湖口,61512000,七里山,1733443200000,4,19.800
1920,洞庭湖湖口,61512000,七里山,1733450400000,6,19.810
1920,洞庭湖湖口,61512000,七里山,1733454000000,6,19.810
1910,洞庭湖湖口,61512000,七里山,1733457600000,4,19.800
1910,洞庭湖湖口,61512000,七里山,1733461200000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733464800000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733468400000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733472000000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733475600000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733479200000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733482800000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733486400000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733490000000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733493600000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733497200000,4,19.790
1910,洞庭湖湖口,61512000,七里山,1733500800000,5,19.800
1910,洞庭湖湖口,61512000,七里山,1733504400000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733508000000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733511600000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733515200000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733518800000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733522400000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733526000000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733529600000,4,19.790
1910,洞庭湖湖口,61512000,七里山,1733536800000,4,19.790
1910,洞庭湖湖口,61512000,七里山,1733540400000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733544000000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733547600000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733551200000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733554800000,6,19.790
1900,洞庭湖湖口,61512000,七里山,1733558400000,4,19.780
1910,洞庭湖湖口,61512000,七里山,1733562000000,5,19.790
1900,洞庭湖湖口,61512000,七里山,1733565600000,4,19.780
1900,洞庭湖湖口,61512000,七里山,1733569200000,6,19.780
1900,洞庭湖湖口,61512000,七里山,1733572800000,6,19.780
1910,洞庭湖湖口,61512000,七里山,1733576400000,5,19.790
1910,洞庭湖湖口,61512000,七里山,1733580000000,5,19.800
1910,洞庭湖湖口,61512000,七里山,1733583600000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733587200000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733590800000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733594400000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733598000000,4,19.790
1910,洞庭湖湖口,61512000,七里山,1733601600000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733605200000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733608800000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733612400000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733616000000,6,19.790
1900,洞庭湖湖口,61512000,七里山,1733623200000,4,19.780
1910,洞庭湖湖口,61512000,七里山,1733626800000,5,19.790
1910,洞庭湖湖口,61512000,七里山,1733630400000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733634000000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733637600000,6,19.790
1900,洞庭湖湖口,61512000,七里山,1733641200000,4,19.780
1900,洞庭湖湖口,61512000,七里山,1733644800000,6,19.780
1900,洞庭湖湖口,61512000,七里山,1733648400000,6,19.780
1900,洞庭湖湖口,61512000,七里山,1733652000000,6,19.780
1900,洞庭湖湖口,61512000,七里山,1733655600000,6,19.780
1910,洞庭湖湖口,61512000,七里山,1733659200000,5,19.790
1910,洞庭湖湖口,61512000,七里山,1733662800000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733666400000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733670000000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733673600000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733677200000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733680800000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733684400000,6,19.790
1910,洞庭湖湖口,61512000,七里山,1733688000000,5,19.800
1910,洞庭湖湖口,61512000,七里山,1733691600000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733695200000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733698800000,6,19.800
1910,洞庭湖湖口,61512000,七里山,1733702400000,6,19.800
1970,洞庭湖湖口,61512000,七里山,1733709720000,6,19.800
1960,洞庭湖湖口,61512000,七里山,1733713200000,4,19.790
1960,洞庭湖湖口,61512000,七里山,1733716800000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733720400000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733724000000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733727600000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733731200000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733734800000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733738400000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733742000000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733745600000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733749200000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733752800000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733756400000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733760000000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733763600000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733767200000,6,19.790
1960,洞庭湖湖口,61512000,七里山,1733770800000,6,19.790
1950,洞庭湖湖口,61512000,七里山,1733774400000,4,19.780
1960,洞庭湖湖口,61512000,七里山,1733778000000,5,19.790
1950,洞庭湖湖口,61512000,七里山,1733781600000,4,19.780
1950,洞庭湖湖口,61512000,七里山,1733785200000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733788800000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733796000000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733799600000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733803200000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733806800000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733810400000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733814000000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733817600000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733821200000,6,19.780
1950,洞庭湖湖口,61512000,七里山,1733824800000,6,19.780
