oq,rvnm,stcd,stnm,tm,wptn,z
1080,汉江,61802700,丹江口水库,1777564800000,4,161.140
661,汉江,61802700,丹江口水库,1777568400000,5,161.170
658,1140,汉江,61802700,丹江口水库,1777572000000,4,161.160
662,汉江,61802700,丹江口水库,1777575600000,4,161.150
658,汉江,61802700,丹江口水库,1777579200000,5,161.160
657,汉江,61802700,丹江口水库,1777582800000,6,161.160
657,汉江,61802700,丹江口水库,1777586400000,6,161.160
656,汉江,61802700,丹江口水库,1777590000000,4,161.140
667,汉江,61802700,丹江口水库,1777604400000,6,161.140
724,296,汉江,61802700,丹江口水库,1777615200000,4,161.140
522,汉江,61802700,丹江口水库,1777622400000,4,161.130
1040,汉江,61802700,丹江口水库,1777626000000,5,161.140
1500,汉江,61802700,丹江口水库,1777633200000,4,161.110
1500,汉江,61802700,丹江口水库,1777640400000,4,161.110
1510,汉江,61802700,丹江口水库,1777644000000,5,161.120
1520,汉江,61802700,丹江口水库,1777647600000,4,161.110
1170,汉江,61802700,丹江口水库,1777651200000,5,161.120
1370,汉江,61802700,丹江口水库,1777654800000,6,161.120
809,1420,汉江,61802700,丹江口水库,1777658400000,5,161.130
814,汉江,61802700,丹江口水库,1777662000000,6,161.130
806,汉江,61802700,丹江口水库,1777665600000,6,161.130
805,汉江,61802700,丹江口水库,1777669200000,6,161.130
801,汉江,61802700,丹江口水库,1777672800000,4,161.120
764,汉江,61802700,丹江口水库,1777676400000,4,161.110
1180,汉江,61802700,丹江口水库,1777690800000,5,161.110
1400,汉江,61802700,丹江口水库,1777698000000,4,161.100
621,汉江,61802700,丹江口水库,1777705200000,5,161.100
620,汉江,61802700,丹江口水库,1777708800000,6,161.100
1070,汉江,61802700,丹江口水库,1777712400000,6,161.100
658,汉江,61802700,丹江口水库,1777716000000,6,161.100
705,汉江,61802700,丹江口水库,1777719600000,4,161.090
710,汉江,61802700,丹江口水库,1777726800000,6,161.090
649,汉江,61802700,丹江口水库,1777730400000,6,161.090
627,汉江,61802700,丹江口水库,1777734000000,6,161.090
623,汉江,61802700,丹江口水库,1777737600000,5,161.110
700,汉江,61802700,丹江口水库,1777741200000,5,161.130
625,2670,汉江,61802700,丹江口水库,1777744800000,5,161.140
626,汉江,61802700,丹江口水库,1777748400000,6,161.140
626,汉江,61802700,丹江口水库,1777752000000,4,161.130
625,汉江,61802700,丹江口水库,1777755600000,4,161.120
622,汉江,61802700,丹江口水库,1777759200000,4,161.110
623,汉江,61802700,丹江口水库,1777762800000,4,161.090
520,汉江,61802700,丹江口水库,1777777200000,5,161.120
518,557,汉江,61802700,丹江口水库,1777788000000,4,161.100
518,汉江,61802700,丹江口水库,1777795200000,6,161.090
1470,汉江,61802700,丹江口水库,1777798800000,4,161.070
1480,汉江,61802700,丹江口水库,1777802400000,6,161.070
1580,汉江,61802700,丹江口水库,1777806000000,6,161.070
