oq,rvnm,stcd,stnm,tm,wptn,z
6690,长江,60106980,三峡水库,1664553600000,5,153.430
6740,长江,60106980,三峡水库,1664557200000,5,153.440
6730,11000,长江,60106980,三峡水库,1664560800000,5,153.480
6730,长江,60106980,三峡水库,1664564400000,6,153.480
6740,长江,60106980,三峡水库,1664568000000,5,153.510
6740,长江,60106980,三峡水库,1664571600000,6,153.510
6740,长江,60106980,三峡水库,1664575200000,5,153.540
6730,长江,60106980,三峡水库,1664578800000,5,153.550
7320,长江,60106980,三峡水库,1664593200000,5,153.610
7320,长江,60106980,三峡水库,1664596800000,6,153.610
7320,长江,60106980,三峡水库,1664600400000,5,153.630
7310,9700,长江,60106980,三峡水库,1664604000000,5,153.650
7320,长江,60106980,三峡水库,1664607600000,5,153.680
7320,长江,60106980,三峡水库,1664611200000,5,153.690
7320,长江,60106980,三峡水库,1664614800000,5,153.710
7310,长江,60106980,三峡水库,1664618400000,6,153.710
7320,长江,60106980,三峡水库,1664622000000,5,153.750
7300,9500,长江,60106980,三峡水库,1664625600000,5,153.770
6790,长江,60106980,三峡水库,1664629200000,5,153.780
6880,长江,60106980,三峡水库,1664632800000,5,153.800
6670,长江,60106980,三峡水库,1664636400000,5,153.830
6790,长江,60106980,三峡水库,1664640000000,6,153.830
8730,长江,60106980,三峡水库,1664643600000,4,153.780
8640,9500,长江,60106980,三峡水库,1664647200000,6,153.780
8740,长江,60106980,三峡水库,1664650800000,4,153.760
8750,长江,60106980,三峡水库,1664654400000,5,153.780
8740,长江,60106980,三峡水库,1664658000000,5,153.790
8750,长江,60106980,三峡水库,1664661600000,4,153.770
8750,长江,60106980,三峡水库,1664665200000,5,153.800
9400,长江,60106980,三峡水库,1664676000000,4,153.780
9420,长江,60106980,三峡水库,1664683200000,4,153.760
9410,长江,60106980,三峡水库,1664686800000,6,153.760
9420,9300,长江,60106980,三峡水库,1664690400000,5,153.780
9410,长江,60106980,三峡水库,1664694000000,6,153.780
9410,长江,60106980,三峡水库,1664697600000,4,153.770
9420,长江,60106980,三峡水库,1664701200000,5,153.780
9430,长江,60106980,三峡水库,1664704800000,4,153.770
9420,长江,60106980,三峡水库,1664708400000,5,153.780
9420,9000,长江,60106980,三峡水库,1664712000000,5,153.790
8770,长江,60106980,三峡水库,1664715600000,5,153.800
8770,长江,60106980,三峡水库,1664719200000,5,153.820
8760,长江,60106980,三峡水库,1664722800000,6,153.820
8770,长江,60106980,三峡水库,1664726400000,4,153.810
11700,长江,60106980,三峡水库,1664730000000,4,153.700
11700,9000,长江,60106980,三峡水库,1664733600000,6,153.700
11700,长江,60106980,三峡水库,1664737200000,4,153.630
11700,长江,60106980,三峡水库,1664740800000,4,153.620
11800,长江,60106980,三峡水库,1664744400000,6,153.620
11800,长江,60106980,三峡水库,1664748000000,4,153.580
11800,长江,60106980,三峡水库,1664751600000,6,153.580
11800,长江,60106980,三峡水库,1664758800000,4,153.540
11900,长江,60106980,三峡水库,1664766000000,4,153.520
12500,长江,60106980,三峡水库,1664769600000,4,153.480
12400,长江,60106980,三峡水库,1664773200000,4,153.460
12400,7800,长江,60106980,三峡水库,1664776800000,4,153.420
12400,长江,60106980,三峡水库,1664780400000,4,153.410
12400,长江,60106980,三峡水库,1664784000000,4,153.390
12400,长江,60106980,三峡水库,1664787600000,4,153.370
12500,长江,60106980,三峡水库,1664791200000,4,153.340
12400,长江,60106980,三峡水库,1664794800000,4,153.310
12400,7400,长江,60106980,三峡水库,1664798400000,4,153.280
12500,长江,60106980,三峡水库,1664802000000,4,153.250
12500,长江,60106980,三峡水库,1664805600000,4,153.210
11900,长江,60106980,三峡水库,1664809200000,4,153.190
11900,长江,60106980,三峡水库,1664812800000,4,153.160
11800,长江,60106980,三峡水库,1664816400000,4,153.150
11800,7400,长江,60106980,三峡水库,1664820000000,4,153.110
11800,长江,60106980,三峡水库,1664823600000,4,153.070
11800,长江,60106980,三峡水库,1664827200000,4,153.040
11800,长江,60106980,三峡水库,1664830800000,4,153.010
11800,长江,60106980,三峡水库,1664834400000,4,152.990
11800,长江,60106980,三峡水库,1664838000000,4,152.960
12300,长江,60106980,三峡水库,1664848800000,4,152.860
12300,长江,60106980,三峡水库,1664852400000,4,152.850
12300,长江,60106980,三峡水库,1664856000000,4,152.790
12300,长江,60106980,三峡水库,1664859600000,4,152.750
12300,7400,长江,60106980,三峡水库,1664863200000,4,152.700
12300,长江,60106980,三峡水库,1664866800000,4,152.660
12300,长江,60106980,三峡水库,1664870400000,5,152.670
12300,长江,60106980,三峡水库,1664874000000,4,152.640
12400,长江,60106980,三峡水库,1664877600000,4,152.610
12300,长江,60106980,三峡水库,1664881200000,4,152.600
12400,7400,长江,60106980,三峡水库,1664884800000,4,152.570
11800,长江,60106980,三峡水库,1664888400000,5,152.580
11800,长江,60106980,三峡水库,1664892000000,4,152.560
11800,长江,60106980,三峡水库,1664895600000,4,152.540
11800,长江,60106980,三峡水库,1664899200000,4,152.520
12000,长江,60106980,三峡水库,1664902800000,4,152.490
12000,9000,长江,60106980,三峡水库,1664906400000,5,152.500
12000,长江,60106980,三峡水库,1664910000000,4,152.470
12000,长江,60106980,三峡水库,1664913600000,5,152.480
12000,长江,60106980,三峡水库,1664917200000,4,152.470
12000,长江,60106980,三峡水库,1664920800000,6,152.470
12000,长江,60106980,三峡水库,1664924400000,4,152.460
12000,长江,60106980,三峡水库,1664931600000,4,152.450
12000,长江,60106980,三峡水库,1664938800000,6,152.430
12600,长江,60106980,三峡水库,1664942400000,6,152.430
12600,长江,60106980,三峡水库,1664946000000,6,152.430
12600,13500,长江,60106980,三峡水库,1664949600000,4,152.410
12600,长江,60106980,三峡水库,1664953200000,6,152.410
12600,长江,60106980,三峡水库,1664956800000,4,152.400
12600,长江,60106980,三峡水库,1664960400000,4,152.390
12600,长江,60106980,三峡水库,1664964000000,5,152.410
12600,长江,60106980,三峡水库,1664967600000,4,152.380
12600,13600,长江,60106980,三峡水库,1664971200000,5,152.400
12600,长江,60106980,三峡水库,1664974800000,5,152.420
12600,长江,60106980,三峡水库,1664978400000,5,152.430
12000,长江,60106980,三峡水库,1664982000000,5,152.470
12000,长江,60106980,三峡水库,1664985600000,6,152.470
12100,长江,60106980,三峡水库,1664989200000,4,152.460
12100,15000,长江,60106980,三峡水库,1664992800000,5,152.490
12100,长江,60106980,三峡水库,1664996400000,5,152.500
12100,长江,60106980,三峡水库,1665000000000,5,152.520
12000,长江,60106980,三峡水库,1665003600000,5,152.540
12000,长江,60106980,三峡水库,1665007200000,5,152.570
12000,长江,60106980,三峡水库,1665010800000,5,152.590
12000,长江,60106980,三峡水库,1665021600000,5,152.710
12000,长江,60106980,三峡水库,1665025200000,5,152.750
12500,长江,60106980,三峡水库,1665028800000,5,152.800
12500,长江,60106980,三峡水库,1665032400000,5,152.860
12500,23500,长江,60106980,三峡水库,1665036000000,5,152.930
12400,长江,60106980,三峡水库,1665039600000,5,152.990
12400,长江,60106980,三峡水库,1665043200000,5,153.050
12400,长江,60106980,三峡水库,1665046800000,5,153.130
12400,长江,60106980,三峡水库,1665050400000,5,153.220
12400,长江,60106980,三峡水库,1665054000000,5,153.290
12400,24000,长江,60106980,三峡水库,1665057600000,5,153.380
12400,长江,60106980,三峡水库,1665061200000,5,153.470
12400,长江,60106980,三峡水库,1665064800000,5,153.550
11800,长江,60106980,三峡水库,1665068400000,5,153.650
11800,长江,60106980,三峡水库,1665072000000,5,153.740
11800,长江,60106980,三峡水库,1665075600000,5,153.830
11800,26000,长江,60106980,三峡水库,1665079200000,5,153.900
11800,长江,60106980,三峡水库,1665082800000,5,153.970
11800,长江,60106980,三峡水库,1665086400000,5,154.050
11800,长江,60106980,三峡水库,1665090000000,5,154.120
11800,长江,60106980,三峡水库,1665093600000,5,154.210
11700,长江,60106980,三峡水库,1665097200000,5,154.280
11700,长江,60106980,三峡水库,1665108000000,5,154.500
11700,长江,60106980,三峡水库,1665111600000,5,154.580
12300,长江,60106980,三峡水库,1665115200000,5,154.630
12300,长江,60106980,三峡水库,1665118800000,5,154.700
12300,24000,长江,60106980,三峡水库,1665122400000,5,154.750
12300,长江,60106980,三峡水库,1665126000000,5,154.810
12400,长江,60106980,三峡水库,1665129600000,5,154.870
12400,长江,60106980,三峡水库,1665133200000,5,154.940
12300,长江,60106980,三峡水库,1665136800000,5,155.010
12200,长江,60106980,三峡水库,1665140400000,5,155.080
12200,23500,长江,60106980,三峡水库,1665144000000,5,155.150
12200,长江,60106980,三峡水库,1665147600000,5,155.220
12200,长江,60106980,三峡水库,1665151200000,5,155.300
11600,长江,60106980,三峡水库,1665154800000,5,155.390
11600,长江,60106980,三峡水库,1665158400000,5,155.480
11600,长江,60106980,三峡水库,1665162000000,5,155.540
11600,22000,长江,60106980,三峡水库,1665165600000,5,155.590
11600,长江,60106980,三峡水库,1665169200000,5,155.640
11600,长江,60106980,三峡水库,1665172800000,5,155.700
11600,长江,60106980,三峡水库,1665176400000,5,155.760
11500,长江,60106980,三峡水库,1665180000000,5,155.820
11500,长江,60106980,三峡水库,1665183600000,5,155.870
11500,长江,60106980,三峡水库,1665190800000,5,156.000
11600,长江,60106980,三峡水库,1665198000000,5,156.110
13600,长江,60106980,三峡水库,1665201600000,4,156.100
13600,长江,60106980,三峡水库,1665205200000,5,156.140
13600,19500,长江,60106980,三峡水库,1665208800000,4,156.130
13600,长江,60106980,三峡水库,1665212400000,5,156.170
13700,长江,60106980,三峡水库,1665216000000,5,156.190
13600,长江,60106980,三峡水库,1665219600000,5,156.230
13700,长江,60106980,三峡水库,1665223200000,5,156.250
13700,长江,60106980,三峡水库,1665226800000,5,156.290
13700,17000,长江,60106980,三峡水库,1665230400000,5,156.310
13700,长江,60106980,三峡水库,1665234000000,5,156.350
13700,长江,60106980,三峡水库,1665237600000,5,156.400
11500,长江,60106980,三峡水库,1665241200000,5,156.490
11500,长江,60106980,三峡水库,1665244800000,5,156.520
11500,长江,60106980,三峡水库,1665248400000,5,156.560
11500,14000,长江,60106980,三峡水库,1665252000000,5,156.580
11500,长江,60106980,三峡水库,1665255600000,5,156.590
11500,长江,60106980,三峡水库,1665259200000,5,156.600
11500,长江,60106980,三峡水库,1665262800000,5,156.610
11500,长江,60106980,三峡水库,1665266400000,5,156.630
11400,长江,60106980,三峡水库,1665270000000,4,156.620
11400,12600,长江,60106980,三峡水库,1665273600000,5,156.630
11400,长江,60106980,三峡水库,1665284400000,6,156.650
13600,长江,60106980,三峡水库,1665288000000,4,156.590
13600,长江,60106980,三峡水库,1665291600000,4,156.580
13600,11500,长江,60106980,三峡水库,1665295200000,4,156.520
13600,长江,60106980,三峡水库,1665298800000,4,156.500
13600,长江,60106980,三峡水库,1665302400000,6,156.500
13600,长江,60106980,三峡水库,1665306000000,4,156.480
13600,长江,60106980,三峡水库,1665309600000,4,156.470
13600,长江,60106980,三峡水库,1665313200000,6,156.470
13600,11200,长江,60106980,三峡水库,1665316800000,4,156.450
13600,长江,60106980,三峡水库,1665320400000,6,156.450
13600,长江,60106980,三峡水库,1665324000000,4,156.440
