oq,rvnm,stcd,stnm,tm,wptn,z
7630,长江干流,60106980,三峡水库,1738335600000,5,166.240
7640,长江干流,60106980,三峡水库,1738339200000,4,166.230
7640,长江干流,60106980,三峡水库,1738342800000,5,166.260
7640,4400,长江干流,60106980,三峡水库,1738346400000,4,166.230
7640,长江干流,60106980,三峡水库,1738350000000,4,166.210
7640,长江干流,60106980,三峡水库,1738353600000,4,166.190
7640,长江干流,60106980,三峡水库,1738357200000,4,166.160
7640,长江干流,60106980,三峡水库,1738360800000,4,166.140
7650,长江干流,60106980,三峡水库,1738364400000,4,166.110
8320,4200,长江干流,60106980,三峡水库,1738368000000,4,166.070
8310,长江干流,60106980,三峡水库,1738371600000,4,166.050
6450,长江干流,60106980,三峡水库,1738375200000,5,166.080
6460,长江干流,60106980,三峡水库,1738378800000,6,166.080
6440,长江干流,60106980,三峡水库,1738382400000,5,166.090
6440,长江干流,60106980,三峡水库,1738386000000,4,166.060
6430,4300,长江干流,60106980,三峡水库,1738389600000,5,166.070
6430,长江干流,60106980,三峡水库,1738393200000,4,166.050
8290,长江干流,60106980,三峡水库,1738396800000,4,165.990
8970,长江干流,60106980,三峡水库,1738400400000,4,165.930
8990,长江干流,60106980,三峡水库,1738404000000,4,165.880
8990,长江干流,60106980,三峡水库,1738407600000,4,165.840
9000,4300,长江干流,60106980,三峡水库,1738411200000,5,165.860
9010,长江干流,60106980,三峡水库,1738414800000,4,165.820
9010,长江干流,60106980,三峡水库,1738418400000,4,165.810
7680,长江干流,60106980,三峡水库,1738422000000,5,165.870
7670,长江干流,60106980,三峡水库,1738425600000,4,165.860
7660,长江干流,60106980,三峡水库,1738429200000,5,165.880
7660,4300,长江干流,60106980,三峡水库,1738432800000,4,165.860
7670,长江干流,60106980,三峡水库,1738436400000,4,165.840
7670,长江干流,60106980,三峡水库,1738440000000,4,165.820
7670,长江干流,60106980,三峡水库,1738443600000,4,165.810
7680,长江干流,60106980,三峡水库,1738447200000,4,165.800
7680,长江干流,60106980,三峡水库,1738450800000,4,165.770
8360,4400,长江干流,60106980,三峡水库,1738454400000,4,165.720
8360,长江干流,60106980,三峡水库,1738458000000,4,165.710
6480,长江干流,60106980,三峡水库,1738461600000,5,165.750
6480,长江干流,60106980,三峡水库,1738465200000,4,165.730
6470,长江干流,60106980,三峡水库,1738468800000,5,165.770
6450,长江干流,60106980,三峡水库,1738472400000,4,165.730
6450,4400,长江干流,60106980,三峡水库,1738476000000,6,165.730
6450,长江干流,60106980,三峡水库,1738479600000,4,165.720
8430,长江干流,60106980,三峡水库,1738483200000,4,165.650
8990,长江干流,60106980,三峡水库,1738486800000,4,165.610
9010,长江干流,60106980,三峡水库,1738490400000,4,165.580
9000,长江干流,60106980,三峡水库,1738494000000,4,165.540
9000,4700,长江干流,60106980,三峡水库,1738497600000,6,165.540
9020,长江干流,60106980,三峡水库,1738501200000,4,165.500
9030,长江干流,60106980,三峡水库,1738504800000,5,165.510
7680,长江干流,60106980,三峡水库,1738508400000,5,165.540
7670,长江干流,60106980,三峡水库,1738512000000,4,165.510
7670,长江干流,60106980,三峡水库,1738515600000,5,165.560
7670,4700,长江干流,60106980,三峡水库,1738519200000,4,165.530
7680,长江干流,60106980,三峡水库,1738522800000,4,165.520
7670,长江干流,60106980,三峡水库,1738526400000,4,165.510
7670,长江干流,60106980,三峡水库,1738530000000,4,165.500
7680,长江干流,60106980,三峡水库,1738533600000,4,165.480
7680,长江干流,60106980,三峡水库,1738537200000,4,165.450
7970,4700,长江干流,60106980,三峡水库,1738540800000,4,165.410
8370,长江干流,60106980,三峡水库,1738544400000,4,165.380
6490,长江干流,60106980,三峡水库,1738548000000,5,165.400
6500,长江干流,60106980,三峡水库,1738551600000,4,165.390
6480,长江干流,60106980,三峡水库,1738555200000,5,165.420
6480,长江干流,60106980,三峡水库,1738558800000,4,165.390
6470,4500,长江干流,60106980,三峡水库,1738562400000,6,165.390
6470,长江干流,60106980,三峡水库,1738566000000,4,165.380
8320,长江干流,60106980,三峡水库,1738569600000,4,165.340
9030,长江干流,60106980,三峡水库,1738573200000,4,165.290
9030,长江干流,60106980,三峡水库,1738576800000,4,165.250
9030,长江干流,60106980,三峡水库,1738580400000,4,165.200
9050,4500,长江干流,60106980,三峡水库,1738584000000,5,165.210
9050,长江干流,60106980,三峡水库,1738587600000,4,165.170
9040,长江干流,60106980,三峡水库,1738591200000,4,165.160
7710,长江干流,60106980,三峡水库,1738594800000,5,165.200
7700,长江干流,60106980,三峡水库,1738598400000,4,165.190
7700,长江干流,60106980,三峡水库,1738602000000,5,165.200
7710,4500,长江干流,60106980,三峡水库,1738605600000,4,165.180
7710,长江干流,60106980,三峡水库,1738609200000,4,165.160
7690,长江干流,60106980,三峡水库,1738612800000,4,165.140
7700,长江干流,60106980,三峡水库,1738616400000,4,165.130
7710,长江干流,60106980,三峡水库,1738620000000,4,165.110
7700,长江干流,60106980,三峡水库,1738623600000,4,165.090
8000,4600,长江干流,60106980,三峡水库,1738627200000,4,165.050
8380,长江干流,60106980,三峡水库,1738630800000,4,165.020
6500,长江干流,60106980,三峡水库,1738634400000,5,165.050
6500,长江干流,60106980,三峡水库,1738638000000,4,165.040
6480,长江干流,60106980,三峡水库,1738641600000,5,165.070
6490,长江干流,60106980,三峡水库,1738645200000,4,165.040
6490,4600,长江干流,60106980,三峡水库,1738648800000,6,165.040
6470,长江干流,60106980,三峡水库,1738652400000,4,165.030
8340,长江干流,60106980,三峡水库,1738656000000,4,164.970
9040,长江干流,60106980,三峡水库,1738659600000,4,164.940
9050,长江干流,60106980,三峡水库,1738663200000,4,164.890
9060,长江干流,60106980,三峡水库,1738666800000,4,164.830
9070,4700,长江干流,60106980,三峡水库,1738670400000,6,164.830
9090,长江干流,60106980,三峡水库,1738674000000,4,164.810
9090,长江干流,60106980,三峡水库,1738677600000,4,164.780
7740,长江干流,60106980,三峡水库,1738681200000,5,164.810
7750,长江干流,60106980,三峡水库,1738684800000,4,164.780
7740,长江干流,60106980,三峡水库,1738688400000,5,164.800
7750,4800,长江干流,60106980,三峡水库,1738692000000,4,164.790
7750,长江干流,60106980,三峡水库,1738695600000,4,164.770
7750,长江干流,60106980,三峡水库,1738699200000,4,164.760
7750,长江干流,60106980,三峡水库,1738702800000,5,164.780
7750,长江干流,60106980,三峡水库,1738706400000,4,164.760
7740,长江干流,60106980,三峡水库,1738710000000,4,164.750
8430,4900,长江干流,60106980,三峡水库,1738713600000,4,164.710
8420,长江干流,60106980,三峡水库,1738717200000,4,164.670
6530,长江干流,60106980,三峡水库,1738720800000,5,164.700
6530,长江干流,60106980,三峡水库,1738724400000,4,164.690
6530,长江干流,60106980,三峡水库,1738728000000,5,164.700
6530,长江干流,60106980,三峡水库,1738731600000,4,164.690
6520,4900,长江干流,60106980,三峡水库,1738735200000,4,164.680
6520,长江干流,60106980,三峡水库,1738738800000,4,164.650
8420,长江干流,60106980,三峡水库,1738742400000,4,164.610
9100,长江干流,60106980,三峡水库,1738746000000,4,164.560
9110,长江干流,60106980,三峡水库,1738749600000,4,164.510
9110,长江干流,60106980,三峡水库,1738753200000,4,164.470
9100,4900,长江干流,60106980,三峡水库,1738756800000,6,164.470
9120,长江干流,60106980,三峡水库,1738760400000,4,164.450
9120,长江干流,60106980,三峡水库,1738764000000,4,164.430
7760,长江干流,60106980,三峡水库,1738767600000,5,164.480
7760,长江干流,60106980,三峡水库,1738771200000,4,164.440
7140,长江干流,60106980,三峡水库,1738774800000,5,164.490
7140,4900,长江干流,60106980,三峡水库,1738778400000,4,164.480
7140,长江干流,60106980,三峡水库,1738782000000,4,164.450
7160,长江干流,60106980,三峡水库,1738785600000,5,164.470
7140,长江干流,60106980,三峡水库,1738789200000,4,164.460
7140,长江干流,60106980,三峡水库,1738792800000,4,164.440
7750,长江干流,60106980,三峡水库,1738796400000,5,164.450
8430,4900,长江干流,60106980,三峡水库,1738800000000,4,164.390
8440,长江干流,60106980,三峡水库,1738803600000,4,164.350
6530,长江干流,60106980,三峡水库,1738807200000,5,164.380
6530,长江干流,60106980,三峡水库,1738810800000,4,164.360
6530,长江干流,60106980,三峡水库,1738814400000,5,164.400
6520,长江干流,60106980,三峡水库,1738818000000,4,164.350
6510,4900,长江干流,60106980,三峡水库,1738821600000,5,164.360
6520,长江干流,60106980,三峡水库,1738825200000,4,164.350
8400,长江干流,60106980,三峡水库,1738828800000,4,164.310
9100,长江干流,60106980,三峡水库,1738832400000,4,164.250
9100,长江干流,60106980,三峡水库,1738836000000,4,164.240
9090,长江干流,60106980,三峡水库,1738839600000,4,164.200
9110,5100,长江干流,60106980,三峡水库,1738843200000,6,164.200
9120,长江干流,60106980,三峡水库,1738846800000,4,164.180
7180,长江干流,60106980,三峡水库,1738850400000,5,164.220
7170,长江干流,60106980,三峡水库,1738854000000,6,164.220
7170,长江干流,60106980,三峡水库,1738857600000,5,164.240
6550,长江干流,60106980,三峡水库,1738861200000,6,164.240
6540,5100,长江干流,60106980,三峡水库,1738864800000,4,164.220
6550,长江干流,60106980,三峡水库,1738868400000,4,164.210
6540,长江干流,60106980,三峡水库,1738872000000,4,164.190
6530,长江干流,60106980,三峡水库,1738875600000,4,164.180
6530,长江干流,60106980,三峡水库,1738879200000,5,164.190
7750,长江干流,60106980,三峡水库,1738882800000,4,164.120
8420,5800,长江干流,60106980,三峡水库,1738886400000,4,164.090
8440,长江干流,60106980,三峡水库,1738890000000,4,164.020
6550,长江干流,60106980,三峡水库,1738893600000,5,164.080
6550,长江干流,60106980,三峡水库,1738897200000,6,164.080
6550,长江干流,60106980,三峡水库,1738900800000,5,164.100
6550,长江干流,60106980,三峡水库,1738904400000,4,164.090
6540,5800,长江干流,60106980,三峡水库,1738908000000,4,164.080
6540,长江干流,60106980,三峡水库,1738911600000,4,164.040
