q,rvnm,stcd,stnm,tm,wptn,z
0,1830,洞庭湖湖口,61512000,七里山,1744462800000,5,21.14
0,1830,洞庭湖湖口,61512000,七里山,1744466400000,5,21.15
0,1830,洞庭湖湖口,61512000,七里山,1744470000000,5,21.16
0,1820,洞庭湖湖口,61512000,七里山,1744473600000,5,21.18
0,1820,洞庭湖湖口,61512000,七里山,1744477200000,5,21.19
0,1810,洞庭湖湖口,61512000,七里山,1744480800000,5,21.2
0,1810,洞庭湖湖口,61512000,七里山,1744484400000,5,21.21
0,1810,洞庭湖湖口,61512000,七里山,1744488000000,5,21.22
0,1800,洞庭湖湖口,61512000,七里山,1744491600000,5,21.24
0,1800,洞庭湖湖口,61512000,七里山,1744495200000,5,21.25
0,1800,洞庭湖湖口,61512000,七里山,1744498800000,6,21.25
0,1790,洞庭湖湖口,61512000,七里山,1744506000000,5,21.27
0,2670,洞庭湖湖口,61512000,七里山,1744516800000,5,21.29
0,2680,洞庭湖湖口,61512000,七里山,1744520400000,5,21.3
0,2700,洞庭湖湖口,61512000,七里山,1744524000000,5,21.31
0,2720,洞庭湖湖口,61512000,七里山,1744527600000,5,21.33
0,2720,洞庭湖湖口,61512000,七里山,1744531200000,6,21.33
0,2750,洞庭湖湖口,61512000,七里山,1744534800000,5,21.35
0,2750,洞庭湖湖口,61512000,七里山,1744538400000,6,21.35
0,2770,洞庭湖湖口,61512000,七里山,1744542000000,5,21.36
0,2780,洞庭湖湖口,61512000,七里山,1744545600000,5,21.37
0,2800,洞庭湖湖口,61512000,七里山,1744549200000,5,21.38
0,2810,洞庭湖湖口,61512000,七里山,1744552800000,5,21.39
0,2830,洞庭湖湖口,61512000,七里山,1744556400000,5,21.4
0,2860,洞庭湖湖口,61512000,七里山,1744560000000,5,21.42
0,2870,洞庭湖湖口,61512000,七里山,1744563600000,5,21.43
0,2890,洞庭湖湖口,61512000,七里山,1744567200000,5,21.44
0,2900,洞庭湖湖口,61512000,七里山,1744570800000,5,21.45
0,2920,洞庭湖湖口,61512000,七里山,1744574400000,5,21.46
0,2950,洞庭湖湖口,61512000,七里山,1744578000000,5,21.48
0,2960,洞庭湖湖口,61512000,七里山,1744581600000,5,21.49
0,2960,洞庭湖湖口,61512000,七里山,1744585200000,6,21.49
0,2980,洞庭湖湖口,61512000,七里山,1744588800000,5,21.5
0,2990,洞庭湖湖口,61512000,七里山,1744596000000,6,21.51
0,3010,洞庭湖湖口,61512000,七里山,1744599600000,5,21.52
0,3020,洞庭湖湖口,61512000,七里山,1744603200000,5,21.53
0,3020,洞庭湖湖口,61512000,七里山,1744606800000,6,21.53
0,3040,洞庭湖湖口,61512000,七里山,1744610400000,5,21.54
0,3050,洞庭湖湖口,61512000,七里山,1744614000000,5,21.55
0,3040,洞庭湖湖口,61512000,七里山,1744617600000,4,21.54
0,3050,洞庭湖湖口,61512000,七里山,1744621200000,5,21.55
0,3060,洞庭湖湖口,61512000,七里山,1744624800000,5,21.56
0,3060,洞庭湖湖口,61512000,七里山,1744628400000,6,21.56
0,3080,洞庭湖湖口,61512000,七里山,1744632000000,5,21.57
0,3090,洞庭湖湖口,61512000,七里山,1744635600000,5,21.58
0,3110,洞庭湖湖口,61512000,七里山,1744639200000,5,21.59
0,3110,洞庭湖湖口,61512000,七里山,1744642800000,6,21.59
0,3110,洞庭湖湖口,61512000,七里山,1744646400000,6,21.59
0,3120,洞庭湖湖口,61512000,七里山,1744650000000,5,21.6
0,3120,洞庭湖湖口,61512000,七里山,1744653600000,6,21.6
0,3120,洞庭湖湖口,61512000,七里山,1744657200000,6,21.6
0,3140,洞庭湖湖口,61512000,七里山,1744660800000,5,21.61
0,3140,洞庭湖湖口,61512000,七里山,1744664400000,6,21.61
0,3140,洞庭湖湖口,61512000,七里山,1744668000000,6,21.61
0,3140,洞庭湖湖口,61512000,七里山,1744671600000,6,21.61
0,3150,洞庭湖湖口,61512000,七里山,1744675200000,5,21.62
0,3150,洞庭湖湖口,61512000,七里山,1744682400000,6,21.62
0,3150,洞庭湖湖口,61512000,七里山,1744686000000,6,21.62
0,3150,洞庭湖湖口,61512000,七里山,1744689600000,6,21.62
0,3150,洞庭湖湖口,61512000,七里山,1744693200000,6,21.62
0,3150,洞庭湖湖口,61512000,七里山,1744696800000,6,21.62
0,3150,洞庭湖湖口,61512000,七里山,1744700400000,6,21.62
0,3160,洞庭湖湖口,61512000,七里山,1744701840000,5,21.62
0,3140,洞庭湖湖口,61512000,七里山,1744704000000,4,21.61
0,3140,洞庭湖湖口,61512000,七里山,1744707600000,6,21.61
0,3140,洞庭湖湖口,61512000,七里山,1744711200000,6,21.61
0,3140,洞庭湖湖口,61512000,七里山,1744714800000,6,21.61
0,3140,洞庭湖湖口,61512000,七里山,1744718400000,6,21.61
0,3140,洞庭湖湖口,61512000,七里山,1744722000000,6,21.61
0,3130,洞庭湖湖口,61512000,七里山,1744725600000,4,21.6
0,3130,洞庭湖湖口,61512000,七里山,1744729200000,6,21.6
0,3110,洞庭湖湖口,61512000,七里山,1744732800000,4,21.59
0,3100,洞庭湖湖口,61512000,七里山,1744736400000,4,21.58
0,3100,洞庭湖湖口,61512000,七里山,1744740000000,6,21.58
0,3080,洞庭湖湖口,61512000,七里山,1744743600000,4,21.57
0,3060,洞庭湖湖口,61512000,七里山,1744747200000,4,21.56
0,3050,洞庭湖湖口,61512000,七里山,1744750800000,4,21.55
0,3050,洞庭湖湖口,61512000,七里山,1744754400000,6,21.55
0,3030,洞庭湖湖口,61512000,七里山,1744758000000,4,21.54
0,3010,洞庭湖湖口,61512000,七里山,1744761600000,4,21.53
0,2970,洞庭湖湖口,61512000,七里山,1744768800000,4,21.5
0,2970,洞庭湖湖口,61512000,七里山,1744772400000,6,21.5
0,2950,洞庭湖湖口,61512000,七里山,1744776000000,4,21.49
0,2930,洞庭湖湖口,61512000,七里山,1744779600000,4,21.48
0,2920,洞庭湖湖口,61512000,七里山,1744783200000,4,21.47
0,2900,洞庭湖湖口,61512000,七里山,1744786800000,4,21.46
0,2880,洞庭湖湖口,61512000,七里山,1744790400000,4,21.45
0,2870,洞庭湖湖口,61512000,七里山,1744794000000,4,21.44
0,2850,洞庭湖湖口,61512000,七里山,1744797600000,4,21.43
0,2590,洞庭湖湖口,61512000,七里山,1744848000000,4,21.27
0,2540,洞庭湖湖口,61512000,七里山,1744855200000,4,21.24
0,2530,洞庭湖湖口,61512000,七里山,1744858800000,4,21.23
0,2500,洞庭湖湖口,61512000,七里山,1744866000000,4,21.21
0,2480,洞庭湖湖口,61512000,七里山,1744869600000,4,21.2
0,2460,洞庭湖湖口,61512000,七里山,1744873200000,4,21.19
0,2450,洞庭湖湖口,61512000,七里山,1744876800000,4,21.18
0,3130,洞庭湖湖口,61512000,七里山,1744880400000,4,21.17
0,3120,洞庭湖湖口,61512000,七里山,1744884000000,4,21.15
0,3120,洞庭湖湖口,61512000,七里山,1744887600000,6,21.15
0,3120,洞庭湖湖口,61512000,七里山,1744891200000,4,21.13
0,3120,洞庭湖湖口,61512000,七里山,1744894800000,4,21.12
0,3110,洞庭湖湖口,61512000,七里山,1744898400000,4,21.11
0,3110,洞庭湖湖口,61512000,七里山,1744902000000,4,21.1
0,3110,洞庭湖湖口,61512000,七里山,1744905600000,4,21.09
0,3100,洞庭湖湖口,61512000,七里山,1744909200000,4,21.07
0,3100,洞庭湖湖口,61512000,七里山,1744912800000,4,21.06
0,3100,洞庭湖湖口,61512000,七里山,1744916400000,4,21.05
0,3090,洞庭湖湖口,61512000,七里山,1744920000000,4,21.03
0,3090,洞庭湖湖口,61512000,七里山,1744923600000,6,21.03
0,3090,洞庭湖湖口,61512000,七里山,1744927200000,4,21.02
0,3090,洞庭湖湖口,61512000,七里山,1744930800000,4,21
0,3080,洞庭湖湖口,61512000,七里山,1744934400000,4,20.99
0,3080,洞庭湖湖口,61512000,七里山,1744941600000,4,20.97
0,3080,洞庭湖湖口,61512000,七里山,1744945200000,4,20.95
0,3080,洞庭湖湖口,61512000,七里山,1744948800000,6,20.95
0,3070,洞庭湖湖口,61512000,七里山,1744952400000,4,20.94
0,3070,洞庭湖湖口,61512000,七里山,1744956000000,4,20.93
0,3070,洞庭湖湖口,61512000,七里山,1744959600000,4,20.92
0,3070,洞庭湖湖口,61512000,七里山,1744963200000,4,20.91
0,3060,洞庭湖湖口,61512000,七里山,1744966800000,4,20.9
0,3060,洞庭湖湖口,61512000,七里山,1744970400000,4,20.89
0,3060,洞庭湖湖口,61512000,七里山,1744974000000,6,20.89
0,3060,洞庭湖湖口,61512000,七里山,1744977600000,4,20.88
0,3060,洞庭湖湖口,61512000,七里山,1744981200000,4,20.87
0,3050,洞庭湖湖口,61512000,七里山,1744984800000,4,20.86
0,3050,洞庭湖湖口,61512000,七里山,1744988400000,4,20.84
0,3050,洞庭湖湖口,61512000,七里山,1744992000000,6,20.84
0,3050,洞庭湖湖口,61512000,七里山,1744995600000,6,20.84
0,3050,洞庭湖湖口,61512000,七里山,1744999200000,4,20.83
0,3050,洞庭湖湖口,61512000,七里山,1745002800000,4,20.82
0,3050,洞庭湖湖口,61512000,七里山,1745006400000,6,20.82
0,3050,洞庭湖湖口,61512000,七里山,1745010000000,6,20.82
0,3040,洞庭湖湖口,61512000,七里山,1745013600000,4,20.81
0,3040,洞庭湖湖口,61512000,七里山,1745017200000,4,20.8
0,3040,洞庭湖湖口,61512000,七里山,1745020800000,6,20.8
0,3040,洞庭湖湖口,61512000,七里山,1745028000000,4,20.78
0,3040,洞庭湖湖口,61512000,七里山,1745031600000,5,20.79
0,3140,洞庭湖湖口,61512000,七里山,1745035200000,4,20.78
0,3140,洞庭湖湖口,61512000,七里山,1745038800000,6,20.78
0,3140,洞庭湖湖口,61512000,七里山,1745042400000,6,20.78
0,3130,洞庭湖湖口,61512000,七里山,1745046000000,4,20.76
0,3130,洞庭湖湖口,61512000,七里山,1745049600000,6,20.76
0,3130,洞庭湖湖口,61512000,七里山,1745053200000,6,20.76
0,3130,洞庭湖湖口,61512000,七里山,1745056800000,6,20.76
0,3130,洞庭湖湖口,61512000,七里山,1745060400000,6,20.76
0,3130,洞庭湖湖口,61512000,七里山,1745064000000,6,20.76
0,3130,洞庭湖湖口,61512000,七里山,1745067600000,6,20.76
0,3130,洞庭湖湖口,61512000,七里山,1745071200000,6,20.76
0,3130,洞庭湖湖口,61512000,七里山,1745074800000,6,20.76
0,3140,洞庭湖湖口,61512000,七里山,1745078400000,5,20.77
0,3140,洞庭湖湖口,61512000,七里山,1745082000000,5,20.78
0,3140,洞庭湖湖口,61512000,七里山,1745085600000,6,20.78
0,3140,洞庭湖湖口,61512000,七里山,1745089200000,5,20.79
0,3150,洞庭湖湖口,61512000,七里山,1745092800000,5,20.8
0,3150,洞庭湖湖口,61512000,七里山,1745096400000,5,20.81
0,3160,洞庭湖湖口,61512000,七里山,1745100000000,5,20.82
0,3160,洞庭湖湖口,61512000,七里山,1745103600000,5,20.83
0,3170,洞庭湖湖口,61512000,七里山,1745107200000,5,20.84
0,3180,洞庭湖湖口,61512000,七里山,1745114400000,5,20.87
0,3180,洞庭湖湖口,61512000,七里山,1745118000000,5,20.88
0,3850,洞庭湖湖口,61512000,七里山,1745121600000,5,20.89
0,3860,洞庭湖湖口,61512000,七里山,1745125200000,5,20.91
0,3860,洞庭湖湖口,61512000,七里山,1745128800000,5,20.93
0,3860,洞庭湖湖口,61512000,七里山,1745132400000,5,20.94
0,3860,洞庭湖湖口,61512000,七里山,1745136000000,5,20.96
0,3870,洞庭湖湖口,61512000,七里山,1745139600000,5,20.98
0,3870,洞庭湖湖口,61512000,七里山,1745143200000,5,21
0,3870,洞庭湖湖口,61512000,七里山,1745146800000,5,21.01
0,3870,洞庭湖湖口,61512000,七里山,1745150400000,5,21.03
0,3870,洞庭湖湖口,61512000,七里山,1745154000000,5,21.04
0,3880,洞庭湖湖口,61512000,七里山,1745157600000,5,21.05
0,3880,洞庭湖湖口,61512000,七里山,1745161200000,5,21.07
0,3880,洞庭湖湖口,61512000,七里山,1745164800000,5,21.09
0,3880,洞庭湖湖口,61512000,七里山,1745168400000,5,21.1
0,3890,洞庭湖湖口,61512000,七里山,1745172000000,5,21.12
0,3890,洞庭湖湖口,61512000,七里山,1745175600000,5,21.14
0,3890,洞庭湖湖口,61512000,七里山,1745179200000,5,21.15
0,3890,洞庭湖湖口,61512000,七里山,1745182800000,5,21.16
0,3890,洞庭湖湖口,61512000,七里山,1745186400000,5,21.18
0,3900,洞庭湖湖口,61512000,七里山,1745190000000,5,21.21
0,3900,洞庭湖湖口,61512000,七里山,1745193600000,5,21.23
0,3900,洞庭湖湖口,61512000,七里山,1745200800000,5,21.25
0,3910,洞庭湖湖口,61512000,七里山,1745204400000,5,21.27
0,3910,洞庭湖湖口,61512000,七里山,1745208000000,5,21.28
0,3910,洞庭湖湖口,61512000,七里山,1745211600000,5,21.29
0,3910,洞庭湖湖口,61512000,七里山,1745215200000,6,21.29
0,3910,洞庭湖湖口,61512000,七里山,1745218800000,5,21.3
0,4690,洞庭湖湖口,61512000,七里山,1745219820000,5,21.3
0,4690,洞庭湖湖口,61512000,七里山,1745222400000,5,21.31
0,4700,洞庭湖湖口,61512000,七里山,1745226000000,5,21.32
0,4700,洞庭湖湖口,61512000,七里山,1745229600000,5,21.33
0,4710,洞庭湖湖口,61512000,七里山,1745233200000,5,21.34
