q,rvnm,stcd,stnm,tm,wptn,z
0,11200,长江干流,60107300,宜昌,1744146000000,5,41.6
0,11100,长江干流,60107300,宜昌,1744149600000,4,41.56
0,11100,长江干流,60107300,宜昌,1744153200000,4,41.55
0,11200,长江干流,60107300,宜昌,1744156800000,5,41.6
0,10900,长江干流,60107300,宜昌,1744164000000,4,41.54
0,10400,长江干流,60107300,宜昌,1744167600000,4,41.37
0,9500,长江干流,60107300,宜昌,1744171200000,4,41.13
0,9220,长江干流,60107300,宜昌,1744174800000,4,41.01
0,9340,长江干流,60107300,宜昌,1744178400000,4,40.98
0,10100,长江干流,60107300,宜昌,1744185600000,5,41.15
0,10700,长江干流,60107300,宜昌,1744189200000,5,41.32
0,11000,长江干流,60107300,宜昌,1744192800000,5,41.4
0,11000,长江干流,60107300,宜昌,1744196400000,5,41.44
0,11200,长江干流,60107300,宜昌,1744200000000,5,41.53
0,11300,长江干流,60107300,宜昌,1744203600000,5,41.58
0,11400,长江干流,60107300,宜昌,1744207200000,5,41.63
0,11500,长江干流,60107300,宜昌,1744210800000,5,41.68
0,11400,长江干流,60107300,宜昌,1744214400000,5,41.69
0,11300,长江干流,60107300,宜昌,1744218000000,4,41.65
0,11300,长江干流,60107300,宜昌,1744221600000,4,41.64
0,11200,长江干流,60107300,宜昌,1744225200000,4,41.63
0,11200,长江干流,60107300,宜昌,1744228800000,4,41.61
0,11100,长江干流,60107300,宜昌,1744232400000,4,41.59
0,11100,长江干流,60107300,宜昌,1744236000000,6,41.59
0,11000,长江干流,60107300,宜昌,1744239600000,4,41.57
0,11000,长江干流,60107300,宜昌,1744243200000,4,41.55
0,10900,长江干流,60107300,宜昌,1744250400000,4,41.54
0,10700,长江干流,60107300,宜昌,1744254000000,4,41.46
0,9540,长江干流,60107300,宜昌,1744257600000,4,41.13
0,9200,长江干流,60107300,宜昌,1744261200000,4,41.01
0,9250,长江干流,60107300,宜昌,1744264800000,4,40.96
0,9200,长江干流,60107300,宜昌,1744268400000,4,40.91
0,9990,长江干流,60107300,宜昌,1744272000000,5,41.12
0,10800,长江干流,60107300,宜昌,1744275600000,5,41.34
0,11200,长江干流,60107300,宜昌,1744286400000,5,41.55
0,11500,长江干流,60107300,宜昌,1744290000000,5,41.66
0,11600,长江干流,60107300,宜昌,1744293600000,5,41.71
0,11700,长江干流,60107300,宜昌,1744297200000,5,41.75
0,11700,长江干流,60107300,宜昌,1744300800000,5,41.79
0,11600,长江干流,60107300,宜昌,1744304400000,4,41.74
0,11400,长江干流,60107300,宜昌,1744308000000,4,41.68
0,11300,长江干流,60107300,宜昌,1744311600000,4,41.67
0,11300,长江干流,60107300,宜昌,1744315200000,4,41.66
0,11300,长江干流,60107300,宜昌,1744318800000,4,41.65
0,11200,长江干流,60107300,宜昌,1744322400000,4,41.62
0,11200,长江干流,60107300,宜昌,1744326000000,4,41.61
0,11200,长江干流,60107300,宜昌,1744329600000,5,41.62
0,11200,长江干流,60107300,宜昌,1744336800000,5,41.62
0,10900,长江干流,60107300,宜昌,1744340400000,4,41.51
0,9880,长江干流,60107300,宜昌,1744344000000,4,41.24
0,9800,长江干流,60107300,宜昌,1744347600000,4,41.19
0,9510,长江干流,60107300,宜昌,1744351200000,4,41.07
0,9500,长江干流,60107300,宜昌,1744354800000,4,41.03
0,10300,长江干流,60107300,宜昌,1744358400000,5,41.24
0,10900,长江干流,60107300,宜昌,1744362000000,5,41.42
0,11100,长江干流,60107300,宜昌,1744365600000,5,41.47
0,11300,长江干流,60107300,宜昌,1744369200000,5,41.59
0,11300,长江干流,60107300,宜昌,1744372800000,5,41.61
0,11500,长江干流,60107300,宜昌,1744376400000,5,41.67
0,11600,长江干流,60107300,宜昌,1744380000000,5,41.73
0,11800,长江干流,60107300,宜昌,1744383600000,5,41.8
0,11800,长江干流,60107300,宜昌,1744387200000,6,41.8
0,11600,长江干流,60107300,宜昌,1744390800000,4,41.76
0,11500,长江干流,60107300,宜昌,1744394400000,4,41.74
0,11400,长江干流,60107300,宜昌,1744398000000,4,41.71
0,11400,长江干流,60107300,宜昌,1744401600000,4,41.7
0,11300,长江干流,60107300,宜昌,1744405200000,4,41.68
0,11300,长江干流,60107300,宜昌,1744408800000,4,41.67
0,11400,长江干流,60107300,宜昌,1744412400000,5,41.68
0,11200,长江干流,60107300,宜昌,1744416000000,4,41.65
0,11200,长江干流,60107300,宜昌,1744419600000,5,41.66
0,10800,长江干流,60107300,宜昌,1744426800000,4,41.54
0,9960,长江干流,60107300,宜昌,1744430400000,4,41.27
0,9290,长江干流,60107300,宜昌,1744434000000,4,41.08
0,9230,长江干流,60107300,宜昌,1744437600000,4,40.99
0,9050,长江干流,60107300,宜昌,1744441200000,4,40.89
0,10100,长江干流,60107300,宜昌,1744444800000,5,41.17
0,10900,长江干流,60107300,宜昌,1744448400000,5,41.38
0,11100,长江干流,60107300,宜昌,1744452000000,5,41.44
