rvnm,stcd,stnm,tm,wptn,z
陆水,61705000,陆水水库(坝上),1774972800000,6,49.080
陆水,61705000,陆水水库(坝上),1774977000000,6,49.090
陆水,61705000,陆水水库(坝上),1774980000000,6,49.100
陆水,61705000,陆水水库(坝上),1774984200000,6,49.120
陆水,61705000,陆水水库(坝上),1774986600000,6,49.130
陆水,61705000,陆水水库(坝上),1774989900000,6,49.140
陆水,61705000,陆水水库(坝上),1774992600000,6,49.150
陆水,61705000,陆水水库(坝上),1774994400000,6,49.150
陆水,61705000,陆水水库(坝上),1774996800000,6,49.160
陆水,61705000,陆水水库(坝上),1774998600000,6,49.160
陆水,61705000,陆水水库(坝上),1775000700000,6,49.170
陆水,61705000,陆水水库(坝上),1775009700000,6,49.200
陆水,61705000,陆水水库(坝上),1775019600000,6,49.230
陆水,61705000,陆水水库(坝上),1775025900000,6,49.240
陆水,61705000,陆水水库(坝上),1775030400000,6,49.260
陆水,61705000,陆水水库(坝上),1775035800000,6,49.270
陆水,61705000,陆水水库(坝上),1775039400000,6,49.280
陆水,61705000,陆水水库(坝上),1775042400000,6,49.280
陆水,61705000,陆水水库(坝上),1775046600000,6,49.300
陆水,61705000,陆水水库(坝上),1775052000000,6,49.310
陆水,61705000,陆水水库(坝上),1775057400000,6,49.320
陆水,61705000,陆水水库(坝上),1775061000000,6,49.330
陆水,61705000,陆水水库(坝上),1775064000000,6,49.340
陆水,61705000,陆水水库(坝上),1775067600000,6,49.340
陆水,61705000,陆水水库(坝上),1775071800000,6,49.350
陆水,61705000,陆水水库(坝上),1775074500000,6,49.360
陆水,61705000,陆水水库(坝上),1775077200000,6,49.370
陆水,61705000,陆水水库(坝上),1775079900000,6,49.370
陆水,61705000,陆水水库(坝上),1775082000000,6,49.370
陆水,61705000,陆水水库(坝上),1775084400000,4,49.370
陆水,61705000,陆水水库(坝上),1775086800000,6,49.380
陆水,61705000,陆水水库(坝上),1775091000000,6,49.390
陆水,61705000,陆水水库(坝上),1775101200000,6,49.390
陆水,61705000,陆水水库(坝上),1775106900000,6,49.400
陆水,61705000,陆水水库(坝上),1775112000000,6,49.410
陆水,61705000,陆水水库(坝上),1775115900000,6,49.420
陆水,61705000,陆水水库(坝上),1775119500000,6,49.420
陆水,61705000,陆水水库(坝上),1775123400000,6,49.430
陆水,61705000,陆水水库(坝上),1775127000000,6,49.430
陆水,61705000,陆水水库(坝上),1775130000000,6,49.440
陆水,61705000,陆水水库(坝上),1775133000000,6,49.440
陆水,61705000,陆水水库(坝上),1775138400000,6,49.450
陆水,61705000,陆水水库(坝上),1775142300000,6,49.450
陆水,61705000,陆水水库(坝上),1775145900000,6,49.450
陆水,61705000,陆水水库(坝上),1775149200000,6,49.450
陆水,61705000,陆水水库(坝上),1775152200000,6,49.460
陆水,61705000,陆水水库(坝上),1775155800000,6,49.460
陆水,61705000,陆水水库(坝上),1775159100000,6,49.460
陆水,61705000,陆水水库(坝上),1775161200000,6,49.470
陆水,61705000,陆水水库(坝上),1775163000000,6,49.470
陆水,61705000,陆水水库(坝上),1775166000000,6,49.470
陆水,61705000,陆水水库(坝上),1775167800000,6,49.470
陆水,61705000,陆水水库(坝上),1775169900000,6,49.470
陆水,61705000,陆水水库(坝上),1775172000000,6,49.470
陆水,61705000,陆水水库(坝上),1775173800000,6,49.470
陆水,61705000,陆水水库(坝上),1775186100000,6,49.490
陆水,61705000,陆水水库(坝上),1775196000000,6,49.490
50,125,陆水,61705000,陆水水库(坝上),1775217600000,6,49.530
陆水,61705000,陆水水库(坝上),1775221200000,5,49.540
陆水,61705000,陆水水库(坝上),1775224800000,5,49.550
陆水,61705000,陆水水库(坝上),1775228400000,6,49.550
陆水,61705000,陆水水库(坝上),1775232000000,5,49.560
陆水,61705000,陆水水库(坝上),1775239200000,5,49.580
陆水,61705000,陆水水库(坝上),1775257200000,5,49.620
50,125,陆水,61705000,陆水水库(坝上),1775260800000,6,49.620
陆水,61705000,陆水水库(坝上),1775271600000,5,49.640
陆水,61705000,陆水水库(坝上),1775282400000,5,49.660
陆水,61705000,陆水水库(坝上),1775300400000,5,49.690
陆水,61705000,陆水水库(坝上),1775304000000,6,49.690
陆水,61705000,陆水水库(坝上),1775314800000,5,49.710
陆水,61705000,陆水水库(坝上),1775325600000,6,49.720
50,87,陆水,61705000,陆水水库(坝上),1775347200000,5,49.740
陆水,61705000,陆水水库(坝上),1775354400000,6,49.740
陆水,61705000,陆水水库(坝上),1775361600000,6,49.740
50,50,陆水,61705000,陆水水库(坝上),1775368800000,6,49.740
陆水,61705000,陆水水库(坝上),1775383200000,6,49.750
陆水,61705000,陆水水库(坝上),1775390400000,5,49.760
陆水,61705000,陆水水库(坝上),1775412000000,6,49.770
陆水,61705000,陆水水库(坝上),1775430000000,6,49.770
50,69,陆水,61705000,陆水水库(坝上),1775433600000,5,49.780
陆水,61705000,陆水水库(坝上),1775444400000,6,49.780
陆水,61705000,陆水水库(坝上),1775455500000,6,49.770
陆水,61705000,陆水水库(坝上),1775461800000,6,49.780
陆水,61705000,陆水水库(坝上),1775466300000,6,49.780
陆水,61705000,陆水水库(坝上),1775470800000,6,49.780
陆水,61705000,陆水水库(坝上),1775474400000,6,49.780
陆水,61705000,陆水水库(坝上),1775476500000,6,49.780
陆水,61705000,陆水水库(坝上),1775482200000,5,49.790
陆水,61705000,陆水水库(坝上),1775485800000,5,49.790
陆水,61705000,陆水水库(坝上),1775488500000,5,49.790
陆水,61705000,陆水水库(坝上),1775490900000,6,49.780
陆水,61705000,陆水水库(坝上),1775493900000,6,49.780
陆水,61705000,陆水水库(坝上),1775498400000,49.780
陆水,61705000,陆水水库(坝上),1775527500000,6,49.780
陆水,61705000,陆水水库(坝上),1775536200000,6,49.780
陆水,61705000,陆水水库(坝上),1775541000000,4,49.770
陆水,61705000,陆水水库(坝上),1775547300000,6,49.780
陆水,61705000,陆水水库(坝上),1775550000000,6,49.780
陆水,61705000,陆水水库(坝上),1775550900000,6,49.780
陆水,61705000,陆水水库(坝上),1775554800000,6,49.780
陆水,61705000,陆水水库(坝上),1775558400000,6,49.770
陆水,61705000,陆水水库(坝上),1775562300000,6,49.770
陆水,61705000,陆水水库(坝上),1775567100000,6,49.770
陆水,61705000,陆水水库(坝上),1775572800000,6,49.770
陆水,61705000,陆水水库(坝上),1775577000000,6,49.770
