oq,rvnm,stcd,stnm,tm,wptn,z
7640,长江干流,60106980,三峡水库,1774972800000,6,165.140
8340,长江干流,60106980,三峡水库,1774976400000,4,165.120
8350,7300,长江干流,60106980,三峡水库,1774980000000,4,165.100
8340,长江干流,60106980,三峡水库,1774983600000,4,165.070
8340,长江干流,60106980,三峡水库,1774987200000,4,165.060
8340,长江干流,60106980,三峡水库,1774990800000,4,165.050
8560,长江干流,60106980,三峡水库,1774994400000,4,165.020
8760,长江干流,60106980,三峡水库,1774998000000,6,165.020
8530,长江干流,60106980,三峡水库,1775005200000,6,165.020
7930,长江干流,60106980,三峡水库,1775016000000,5,165.040
8240,7300,长江干流,60106980,三峡水库,1775023200000,6,165.020
8710,长江干流,60106980,三峡水库,1775026800000,4,165.010
8830,长江干流,60106980,三峡水库,1775030400000,4,164.990
8820,长江干流,60106980,三峡水库,1775034000000,4,164.980
8820,长江干流,60106980,三峡水库,1775037600000,6,164.980
8810,长江干流,60106980,三峡水库,1775041200000,6,164.980
8820,8300,长江干流,60106980,三峡水库,1775044800000,6,164.980
8670,长江干流,60106980,三峡水库,1775052000000,5,165.000
8400,长江干流,60106980,三峡水库,1775055600000,5,165.010
8110,长江干流,60106980,三峡水库,1775059200000,5,165.030
8470,长江干流,60106980,三峡水库,1775062800000,6,165.030
8470,8400,长江干流,60106980,三峡水库,1775066400000,4,165.020
8350,长江干流,60106980,三峡水库,1775070000000,6,165.020
8350,长江干流,60106980,三峡水库,1775073600000,6,165.020
8350,长江干流,60106980,三峡水库,1775077200000,4,165.010
8560,长江干流,60106980,三峡水库,1775080800000,6,165.010
8750,长江干流,60106980,三峡水库,1775084400000,4,164.990
7910,长江干流,60106980,三峡水库,1775098800000,6,165.040
7900,长江干流,60106980,三峡水库,1775106000000,5,165.040
8220,8300,长江干流,60106980,三峡水库,1775109600000,4,165.020
8670,长江干流,60106980,三峡水库,1775113200000,4,164.990
8940,长江干流,60106980,三峡水库,1775116800000,4,164.970
8820,长江干流,60106980,三峡水库,1775120400000,4,164.940
8830,长江干流,60106980,三峡水库,1775124000000,5,164.950
8830,长江干流,60106980,三峡水库,1775127600000,6,164.950
8840,长江干流,60106980,三峡水库,1775134800000,5,164.970
8700,长江干流,60106980,三峡水库,1775138400000,5,165.000
8320,长江干流,60106980,三峡水库,1775142000000,5,165.020
8350,长江干流,60106980,三峡水库,1775145600000,5,165.040
8350,长江干流,60106980,三峡水库,1775149200000,5,165.050
8350,8300,长江干流,60106980,三峡水库,1775152800000,5,165.060
8350,长江干流,60106980,三峡水库,1775156400000,5,165.070
8360,长江干流,60106980,三峡水库,1775160000000,6,165.070
8350,长江干流,60106980,三峡水库,1775163600000,6,165.070
8550,长江干流,60106980,三峡水库,1775167200000,4,165.060
8770,长江干流,60106980,三峡水库,1775170800000,6,165.060
8570,长江干流,60106980,三峡水库,1775178000000,6,165.040
7930,长江干流,60106980,三峡水库,1775185200000,5,165.080
7880,长江干流,60106980,三峡水库,1775192400000,5,165.110
7910,8600,长江干流,60106980,三峡水库,1775196000000,6,165.110
8650,长江干流,60106980,三峡水库,1775199600000,4,165.100
8810,长江干流,60106980,三峡水库,1775203200000,5,165.110
8800,长江干流,60106980,三峡水库,1775206800000,4,165.100
8820,长江干流,60106980,三峡水库,1775210400000,5,165.110
8830,长江干流,60106980,三峡水库,1775214000000,4,165.100
8820,9000,长江干流,60106980,三峡水库,1775217600000,6,165.100
8820,长江干流,60106980,三峡水库,1775221200000,4,165.090
8730,长江干流,60106980,三峡水库,1775224800000,5,165.100
8320,长江干流,60106980,三峡水库,1775228400000,4,165.090
8350,长江干流,60106980,三峡水库,1775232000000,5,165.110
8360,长江干流,60106980,三峡水库,1775235600000,5,165.120
8350,9000,长江干流,60106980,三峡水库,1775239200000,4,165.110
8350,长江干流,60106980,三峡水库,1775242800000,6,165.110
8360,长江干流,60106980,三峡水库,1775246400000,6,165.110
8350,长江干流,60106980,三峡水库,1775250000000,4,165.100
8520,长江干流,60106980,三峡水库,1775253600000,4,165.090
8760,长江干流,60106980,三峡水库,1775257200000,4,165.070
8570,长江干流,60106980,三峡水库,1775264400000,5,165.080
7930,长江干流,60106980,三峡水库,1775275200000,5,165.130
7930,长江干流,60106980,三峡水库,1775278800000,5,165.140
8190,9000,长江干流,60106980,三峡水库,1775282400000,4,165.110
8730,长江干流,60106980,三峡水库,1775286000000,4,165.100
8830,长江干流,60106980,三峡水库,1775289600000,4,165.090
8840,长江干流,60106980,三峡水库,1775293200000,4,165.070
8860,长江干流,60106980,三峡水库,1775296800000,5,165.090
8860,长江干流,60106980,三峡水库,1775300400000,4,165.070
8860,8800,长江干流,60106980,三峡水库,1775304000000,4,165.060
8860,长江干流,60106980,三峡水库,1775307600000,4,165.050
8700,长江干流,60106980,三峡水库,1775311200000,5,165.060
8420,长江干流,60106980,三峡水库,1775314800000,5,165.080
8360,长江干流,60106980,三峡水库,1775318400000,5,165.090
8350,长江干流,60106980,三峡水库,1775322000000,6,165.090
8350,8700,长江干流,60106980,三峡水库,1775325600000,6,165.090
8350,长江干流,60106980,三峡水库,1775329200000,5,165.100
8350,长江干流,60106980,三峡水库,1775332800000,6,165.100
8350,长江干流,60106980,三峡水库,1775336400000,4,165.080
8550,长江干流,60106980,三峡水库,1775340000000,6,165.080
8770,长江干流,60106980,三峡水库,1775343600000,4,165.050
8530,长江干流,60106980,三峡水库,1775350800000,6,165.050
7920,长江干流,60106980,三峡水库,1775361600000,6,165.100
7920,长江干流,60106980,三峡水库,1775365200000,5,165.110
8210,8200,长江干流,60106980,三峡水库,1775368800000,4,165.100
8670,长江干流,60106980,三峡水库,1775372400000,4,165.090
8820,长江干流,60106980,三峡水库,1775376000000,4,165.080
8820,长江干流,60106980,三峡水库,1775379600000,4,165.070
8830,长江干流,60106980,三峡水库,1775383200000,4,165.060
8820,长江干流,60106980,三峡水库,1775386800000,4,165.050
8830,8200,长江干流,60106980,三峡水库,1775390400000,4,165.030
8840,长江干流,60106980,三峡水库,1775394000000,4,165.020
8680,长江干流,60106980,三峡水库,1775397600000,4,165.010
8420,长江干流,60106980,三峡水库,1775401200000,5,165.030
